"Facility","Date","Hour","ScheduledDepartures","DeparturesFor MetricComputation","DelayedGateDepartures","% DelayedGateDepartures","AverageMinutesOf DelayPer DelayedGateDeparture","ScheduledArrivals","ArrivalsFor MetricComputation","DelayedGateArrivals","% DelayedGateArrivals","AverageMinutesOf DelayPer DelayedGateArrival"
" PHL","06/24/2017","13","36","35","10","28.57","41.60","21","24","4","16.67","44.25"
" PHL","06/24/2017","14","10","11","2","18.18","59.00","43","43","3","6.98","26.67"
" PHL","06/24/2017","15","40","40","10","25.00","41.70","26","26","3","11.54","26.00"
" PHL","06/24/2017","16","20","21","6","28.57","35.17","49","48","8","16.67","28.50"
" PHL","06/24/2017","17","37","37","8","21.62","35.00","35","34","5","14.71","46.00"
" PHL","06/24/2017","18","51","50","10","20.00","47.70","11","15","3","20.00","33.33"
" PHL","06/24/2017","19","6","6","4","66.67","25.75","47","45","6","13.33","46.33"
" PHL","06/24/2017","20","48","47","10","21.28","32.60","8","8","1","12.50","33.00"
" PHL","06/24/2017","21","10","10","3","30.00","39.67","7","7","1","14.29","31.00"
" PHL","06/24/2017","22","1","1","0","0.00","0.00","11","11","2","18.18","63.50"
" PHL","06/24/2017","23","0","3","0","0.00","0.00","9","9","2","22.22","48.00"
" PHL","06/25/2017","0","0","1","0","0.00","0.00","11","5","0","0.00","0.00"
" PHL","06/25/2017","1","0","1","1","100.00","25.00","1","2","1","50.00","23.00"
" PHL","06/25/2017","2","0","0","0","0.00","0.00","1","0","0","0.00","0.00"
" PHL","06/25/2017","4","0","0","0","0.00","0.00","1","1","0","0.00","0.00"
" PHL","06/25/2017","5","5","5","0","0.00","0.00","2","4","1","25.00","25.00"
" PHL","06/25/2017","6","15","15","0","0.00","0.00","9","8","1","12.50","61.00"
" PHL","06/25/2017","7","13","14","2","14.29","108.00","45","46","2","4.35","37.00"
" PHL","06/25/2017","8","65","67","3","4.48","42.67","6","8","2","25.00","54.50"
" PHL","06/25/2017","9","13","13","3","23.08","68.00","40","38","3","7.89","27.67"
" PHL","06/25/2017","10","39","42","2","4.76","28.50","25","24","0","0.00","0.00"
" PHL","06/25/2017","11","33","33","3","9.09","34.67","9","10","0","0.00","0.00"
" PHL","06/25/2017","12","11","11","0","0.00","0.00","42","44","3","6.82","37.00"
" PHL","06/25/2017","13","44","44","4","9.09","68.50","27","28","3","10.71","19.33"
" PHL","06/25/2017","14","12","14","2","14.29","16.50","43","44","3","6.82","54.00"
" PHL","06/25/2017","15","44","45","6","13.33","46.50","25","28","6","21.43","37.00"
" PHL","06/25/2017","16","26","28","3","10.71","54.00","56","58","9","15.52","41.11"
" PHL","06/25/2017","17","40","42","6","14.29","44.33","37","38","3","7.89","34.33"
" PHL","06/25/2017","18","53","52","12","23.08","40.08","19","21","6","28.57","32.83"
" PHL","06/25/2017","19","11","12","2","16.67","36.00","59","60","14","23.33","27.71"
" PHL","06/25/2017","20","58","56","11","19.64","57.18","8","8","1","12.50","80.00"
" PHL","06/25/2017","21","12","12","2","16.67","54.00","7","9","2","22.22","46.00"
" PHL","06/25/2017","22","1","1","0","0.00","0.00","15","16","2","12.50","94.50"
" PHL","06/25/2017","23","1","2","1","50.00","38.00","6","6","1","16.67","68.00"
" PHL","06/26/2017","0","0","0","0","0.00","0.00","10","12","1","8.33","74.00"
" PHL","06/26/2017","1","0","0","0","0.00","0.00","2","1","0","0.00","0.00"
" PHL","06/26/2017","2","0","0","0","0.00","0.00","1","1","0","0.00","0.00"
" PHL","06/26/2017","4","0","0","0","0.00","0.00","1","1","0","0.00","0.00"
" PHL","06/26/2017","5","7","7","0","0.00","0.00","3","4","1","25.00","39.00"
" PHL","06/26/2017","6","18","17","1","5.88","82.00","9","9","1","11.11","29.00"
" PHL","06/26/2017","7","13","13","2","15.38","51.00","52","52","2","3.85","26.00"
" PHL","06/26/2017","8","66","67","5","7.46","24.00","7","9","0","0.00","0.00"
" PHL","06/26/2017","9","16","16","2","12.50","41.00","39","40","4","10.00","111.50"
" PHL","06/26/2017","10","36","37","3","8.11","35.67","29","31","2","6.45","48.50"
" PHL","06/26/2017","11","35","35","6","17.14","48.33","11","11","1","9.09","54.00"
" PHL","06/26/2017","12","14","16","4","25.00","59.25","45","47","4","8.51","46.50"
" PHL","06/26/2017","13","46","48","6","12.50","34.67","26","26","3","11.54","34.67"
" PHL","06/26/2017","14","12","13","2","15.38","23.50","42","42","3","7.14","19.33"
" PHL","06/26/2017","15","43","45","5","11.11","44.00","26","26","4","15.38","56.00"
" PHL","06/26/2017","16","25","26","5","19.23","51.60","55","55","6","10.91","28.00"
" PHL","06/26/2017","17","40","41","7","17.07","31.29","36","38","5","13.16","29.20"
" PHL","06/26/2017","18","54","53","5","9.43","36.80","18","20","1","5.00","29.00"
" PHL","06/26/2017","19","11","13","2","15.38","81.50","57","56","6","10.71","41.50"
" PHL","06/26/2017","20","55","56","3","5.36","39.67","10","11","2","18.18","79.00"
" PHL","06/26/2017","21","11","12","3","25.00","18.00","5","5","0","0.00","0.00"
" PHL","06/26/2017","22","1","5","0","0.00","0.00","13","13","2","15.38","132.00"
" PHL","06/26/2017","23","0","1","0","0.00","0.00","7","12","1","8.33","94.00"
" PHL","06/27/2017","0","0","1","0","0.00","0.00","10","16","1","6.25","32.00"
" PHL","06/27/2017","1","0","0","0","0.00","0.00","2","2","0","0.00","0.00"
" PHL","06/27/2017","2","0","0","0","0.00","0.00","1","1","0","0.00","0.00"
" PHL","06/27/2017","3","0","10","7","70.00","30.00","0","0","0","0.00","0.00"
" PHL","06/27/2017","4","0","0","0","0.00","0.00","1","1","0","0.00","0.00"
" PHL","06/27/2017","5","7","7","2","28.57","16.50","2","6","3","50.00","32.00"
" PHL","06/27/2017","6","18","18","1","5.56","23.00","9","12","2","16.67","35.50"
" PHL","06/27/2017","7","14","16","0","0.00","0.00","52","53","4","7.55","38.50"
" PHL","06/27/2017","8","65","70","5","7.14","33.80","7","13","2","15.38","41.50"
" PHL","06/27/2017","9","16","18","1","5.56","42.00","39","44","5","11.36","24.00"
" PHL","06/27/2017","10","36","41","4","9.76","37.25","29","31","2","6.45","23.50"
" PHL","06/27/2017","11","35","37","3","8.11","47.00","11","11","1","9.09","60.00"
" PHL","06/27/2017","12","14","17","1","5.88","130.00","44","46","3","6.52","17.00"
" PHL","06/27/2017","13","45","49","7","14.29","47.71","27","30","1","3.33","64.00"
" PHL","06/27/2017","14","13","14","2","14.29","37.00","42","43","8","18.60","35.63"
" PHL","06/27/2017","15","43","47","3","6.38","34.33","25","26","2","7.69","45.00"
" PHL","06/27/2017","16","25","25","3","12.00","55.67","56","58","14","24.14","37.50"
" PHL","06/27/2017","17","40","41","11","26.83","28.00","36","37","7","18.92","42.14"
" PHL","06/27/2017","18","54","56","18","32.14","32.00","18","23","6","26.09","39.50"
" PHL","06/27/2017","19","11","11","3","27.27","31.67","58","59","15","25.42","39.47"
" PHL","06/27/2017","20","56","55","14","25.45","29.00","10","11","2","18.18","55.50"
" PHL","06/27/2017","21","12","13","4","30.77","35.75","5","5","2","40.00","49.50"
" PHL","06/27/2017","22","0","4","0","0.00","0.00","13","14","2","14.29","28.50"
" PHL","06/27/2017","23","0","1","0","0.00","0.00","7","13","2","15.38","68.00"
" PHL","06/28/2017","0","0","0","0","0.00","0.00","10","15","1","6.67","18.00"
" PHL","06/28/2017","1","0","1","0","0.00","0.00","2","3","0","0.00","0.00"
" PHL","06/28/2017","2","0","0","0","0.00","0.00","1","1","0","0.00","0.00"
" PHL","06/28/2017","3","0","10","2","20.00","19.50","0","1","0","0.00","0.00"
" PHL","06/28/2017","4","0","0","0","0.00","0.00","1","1","0","0.00","0.00"
" PHL","06/28/2017","5","7","9","1","11.11","19.00","2","5","1","20.00","25.00"
" PHL","06/28/2017","6","18","19","2","10.53","34.00","9","13","3","23.08","24.33"
" PHL","06/28/2017","7","13","17","2","11.76","48.50","52","54","4","7.41","18.25"
" PHL","06/28/2017","8","66","73","6","8.22","48.17","7","9","0","0.00","0.00"
" PHL","06/28/2017","9","15","16","2","12.50","69.50","39","44","6","13.64","42.50"
" PHL","06/28/2017","10","36","39","3","7.69","40.67","29","28","3","10.71","63.33"
" PHL","06/28/2017","11","35","36","4","11.11","28.75","11","12","1","8.33","31.00"
" PHL","06/28/2017","12","14","15","3","20.00","35.67","45","47","3","6.38","38.67"
" PHL","06/28/2017","13","46","48","7","14.58","40.14","26","33","3","9.09","44.00"
" PHL","06/28/2017","14","12","14","2","14.29","77.00","42","44","6","13.64","32.17"
" PHL","06/28/2017","15","43","52","9","17.31","31.56","26","28","2","7.14","29.50"
" PHL","06/28/2017","16","25","28","4","14.29","54.75","55","58","11","18.97","32.09"
" PHL","06/28/2017","17","40","41","7","17.07","31.43","36","41","7","17.07","35.00"
" PHL","06/28/2017","18","54","56","10","17.86","30.50","17","21","1","4.76","41.00"
" PHL","06/28/2017","19","11","13","1","7.69","21.00","58","61","10","16.39","38.70"
" PHL","06/28/2017","20","56","56","8","14.29","49.88","10","11","2","18.18","27.00"
" PHL","06/28/2017","21","11","13","4","30.77","32.50","5","5","2","40.00","25.00"
" PHL","06/28/2017","22","1","5","0","0.00","0.00","13","15","3","20.00","37.33"
" PHL","06/28/2017","23","0","2","0","0.00","0.00","7","10","1","10.00","22.00"
" PHL","06/29/2017","0","0","1","0","0.00","0.00","10","17","4","23.53","59.75"
" PHL","06/29/2017","1","0","0","0","0.00","0.00","2","2","0","0.00","0.00"
" PHL","06/29/2017","2","0","0","0","0.00","0.00","1","1","0","0.00","0.00"
" PHL","06/29/2017","3","0","10","0","0.00","0.00","0","0","0","0.00","0.00"
" PHL","06/29/2017","4","0","0","0","0.00","0.00","1","1","0","0.00","0.00"
" PHL","06/29/2017","5","7","8","1","12.50","16.00","2","6","3","50.00","38.00"
" PHL","06/29/2017","6","18","18","0","0.00","0.00","9","13","5","38.46","34.40"
" PHL","06/29/2017","7","14","19","2","10.53","21.00","52","55","8","14.55","43.38"
" PHL","06/29/2017","8","65","69","6","8.70","34.33","7","12","1","8.33","24.00"
" PHL","06/29/2017","9","16","21","2","9.52","38.00","39","39","6","15.38","56.00"
" PHL","06/29/2017","10","36","39","7","17.95","33.86","29","29","1","3.45","18.00"
" PHL","06/29/2017","11","35","35","4","11.43","42.75","11","11","2","18.18","31.00"
" PHL","06/29/2017","12","14","16","2","12.50","21.00","44","45","3","6.67","58.00"
" PHL","06/29/2017","13","45","48","7","14.58","44.00","27","30","1","3.33","57.00"
" PHL","06/29/2017","14","13","14","2","14.29","18.50","42","44","6","13.64","29.00"
" PHL","06/29/2017","15","43","47","11","23.40","34.45","25","26","3","11.54","46.33"
" PHL","06/29/2017","16","25","25","2","8.00","47.00","56","58","12","20.69","39.33"
" PHL","06/29/2017","17","40","41","8","19.51","49.25","36","36","6","16.67","27.67"
" PHL","06/29/2017","18","54","56","7","12.50","49.29","18","24","4","16.67","39.50"
" PHL","06/29/2017","19","11","12","1","8.33","25.00","57","60","18","30.00","34.50"
" PHL","06/29/2017","20","55","56","9","16.07","33.89","10","11","2","18.18","41.50"
" PHL","06/29/2017","21","13","16","3","18.75","40.00","5","5","0","0.00","0.00"
" PHL","06/29/2017","22","0","3","0","0.00","0.00","13","15","5","33.33","36.80"
" PHL","06/29/2017","23","0","1","0","0.00","0.00","7","12","1","8.33","16.00"
" PHL","06/30/2017","0","0","0","0","0.00","0.00","10","14","2","14.29","33.00"
" PHL","06/30/2017","1","0","0","0","0.00","0.00","3","4","0","0.00","0.00"
" PHL","06/30/2017","2","0","0","0","0.00","0.00","1","1","0","0.00","0.00"
" PHL","06/30/2017","3","0","10","1","10.00","65.00","0","0","0","0.00","0.00"
" PHL","06/30/2017","4","0","0","0","0.00","0.00","1","1","0","0.00","0.00"
" PHL","06/30/2017","5","7","7","1","14.29","50.00","3","5","1","20.00","36.00"
" PHL","06/30/2017","6","18","18","1","5.56","37.00","10","13","8","61.54","30.00"
" PHL","06/30/2017","7","13","15","3","20.00","31.67","52","53","6","11.32","42.83"
" PHL","06/30/2017","8","66","71","10","14.08","35.00","7","11","1","9.09","33.00"
" PHL","06/30/2017","9","16","19","3","15.79","19.67","39","39","4","10.26","35.00"
" PHL","06/30/2017","10","36","38","8","21.05","30.75","29","30","3","10.00","42.00"
" PHL","06/30/2017","11","35","36","3","8.33","59.67","11","12","1","8.33","19.00"
" PHL","06/30/2017","12","14","15","1","6.67","24.00","45","47","6","12.77","30.50"
" PHL","06/30/2017","13","46","48","4","8.33","45.00","26","27","2","7.41","24.50"
" PHL","06/30/2017","14","12","14","5","35.71","38.00","42","43","6","13.95","22.00"
" PHL","06/30/2017","15","43","44","9","20.45","68.33","26","29","9","31.03","51.56"
" PHL","06/30/2017","16","25","24","7","29.17","45.43","55","52","20","38.46","54.65"
" PHL","06/30/2017","17","41","38","22","57.89","77.73","36","40","20","50.00","85.95"
" PHL","06/30/2017","18","53","47","19","40.43","59.26","18","21","16","76.19","54.88"
" PHL","06/30/2017","19","11","13","7","53.85","70.29","57","47","31","65.96","95.03"
" PHL","06/30/2017","20","57","50","31","62.00","52.35","10","11","10","90.91","119.00"
" PHL","06/30/2017","21","13","12","8","66.67","57.50","5","5","4","80.00","62.25"
" PHL","06/30/2017","22","1","4","1","25.00","16.00","13","12","6","50.00","38.83"
" PHL","06/30/2017","23","1","2","1","50.00","61.00","7","9","4","44.44","63.00"
" PHL","07/01/2017","0","0","1","0","0.00","0.00","5","12","5","41.67","44.40"
" PHL","07/01/2017","1","0","0","0","0.00","0.00","1","2","1","50.00","36.00"
" PHL","07/01/2017","2","0","0","0","0.00","0.00","1","2","1","50.00","24.00"
" PHL","07/01/2017","3","0","0","0","0.00","0.00","0","0","0","0.00","0.00"
" PHL","07/01/2017","4","0","0","0","0.00","0.00","1","1","0","0.00","0.00"
" PHL","07/01/2017","5","6","6","1","16.67","32.00","4","4","0","0.00","0.00"
" PHL","07/01/2017","6","18","17","1","5.88","47.00","6","12","4","33.33","47.00"
" PHL","07/01/2017","7","11","11","3","27.27","25.33","46","47","11","23.40","47.09"
" PHL","07/01/2017","8","66","69","11","15.94","67.64","5","10","1","10.00","25.00"
" PHL","07/01/2017","9","9","12","4","33.33","43.75","40","40","14","35.00","74.00"
" PHL","07/01/2017","10","38","39","11","28.21","46.91","27","25","4","16.00","41.75"
" PHL","07/01/2017","11","31","30","8","26.67","34.00","11","14","2","14.29","28.00"
" PHL","07/01/2017","12","12","13","2","15.38","41.00","36","36","9","25.00","38.22"
" PHL","07/01/2017","13","36","34","8","23.53","36.13","19","21","3","14.29","54.33"
" PHL","07/01/2017","14","10","11","3","27.27","74.67","45","44","13","29.55","70.15"
" PHL","07/01/2017","15","40","36","10","27.78","75.50","25","25","6","24.00","163.17"
" PHL","07/01/2017","16","20","15","8","53.33","114.25","49","40","13","32.50","191.62"
" PHL","07/01/2017","17","37","31","22","70.97","80.50","34","29","18","62.07","172.44"
" PHL","07/01/2017","18","49","41","33","80.49","58.39","11","11","10","90.91","114.10"
" PHL","07/01/2017","19","6","8","4","50.00","46.25","47","37","23","62.16","84.22"
" PHL","07/01/2017","20","49","41","32","78.05","59.69","6","8","4","50.00","54.75"
" PHL","07/01/2017","21","10","10","7","70.00","81.71","7","8","4","50.00","45.00"
" PHL","07/01/2017","22","1","1","1","100.00","27.00","13","13","6","46.15","89.50"
" PHL","07/01/2017","23","0","3","1","33.33","21.00","9","9","3","33.33","33.00"
" PHL","07/02/2017","0","0","1","0","0.00","0.00","9","6","3","50.00","31.00"
" PHL","07/02/2017","1","0","1","0","0.00","0.00","1","2","0","0.00","0.00"
" PHL","07/02/2017","2","0","0","0","0.00","0.00","1","0","0","0.00","0.00"
" PHL","07/02/2017","3","0","0","0","0.00","0.00","0","0","0","0.00","0.00"
" PHL","07/02/2017","4","0","0","0","0.00","0.00","1","2","1","50.00","46.00"
" PHL","07/02/2017","5","4","4","0","0.00","0.00","2","2","0","0.00","0.00"
" PHL","07/02/2017","6","14","14","3","21.43","50.00","4","5","0","0.00","0.00"
" PHL","07/02/2017","7","12","12","2","16.67","28.00","5","5","0","0.00","0.00"
" PHL","07/02/2017","8","21","26","5","19.23","35.60","6","5","0","0.00","0.00"
" PHL","07/02/2017","9","6","7","1","14.29","39.00","45","46","6","13.04","23.83"
" PHL","07/02/2017","10","39","39","9","23.08","29.00","17","17","1","5.88","20.00"
" PHL","07/02/2017","11","32","33","3","9.09","83.00","9","11","2","18.18","94.50"
" PHL","07/02/2017","12","12","13","3","23.08","46.67","40","35","3","8.57","21.33"
" PHL","07/02/2017","13","45","47","13","27.66","49.38","25","27","7","25.93","64.14"
" PHL","07/02/2017","14","11","11","3","27.27","81.33","43","42","2","4.76","21.50"
" PHL","07/02/2017","15","42","42","7","16.67","66.29","23","23","5","21.74","57.20"
" PHL","07/02/2017","16","25","27","6","22.22","43.17","55","56","16","28.57","63.19"
" PHL","07/02/2017","17","38","39","11","28.21","32.73","38","38","5","13.16","43.20"
" PHL","07/02/2017","18","50","51","13","25.49","38.46","17","19","4","21.05","22.25"
" PHL","07/02/2017","19","9","9","4","44.44","45.75","45","47","7","14.89","45.14"
" PHL","07/02/2017","20","46","46","8","17.39","30.75","8","8","0","0.00","0.00"
" PHL","07/02/2017","21","12","13","2","15.38","64.50","7","7","4","57.14","42.00"
" PHL","07/02/2017","22","1","1","0","0.00","0.00","13","13","2","15.38","56.00"
" PHL","07/02/2017","23","0","0","0","0.00","0.00","5","5","0","0.00","0.00"
" PHL","07/03/2017","0","0","0","0","0.00","0.00","7","9","1","11.11","86.00"
" PHL","07/03/2017","1","0","0","0","0.00","0.00","1","1","0","0.00","0.00"
" PHL","07/03/2017","2","0","0","0","0.00","0.00","0","1","0","0.00","0.00"
" PHL","07/03/2017","4","0","0","0","0.00","0.00","1","1","0","0.00","0.00"
" PHL","07/03/2017","5","7","8","0","0.00","0.00","2","3","0","0.00","0.00"
" PHL","07/03/2017","6","13","14","1","7.14","15.00","7","4","0","0.00","0.00"
" PHL","07/03/2017","7","9","10","0","0.00","0.00","6","5","0","0.00","0.00"
" PHL","07/03/2017","8","21","21","3","14.29","44.00","7","7","0","0.00","0.00"
" PHL","07/03/2017","9","3","3","2","66.67","34.00","41","42","1","2.38","39.00"
" PHL","07/03/2017","10","37","39","4","10.26","46.75","22","22","1","4.55","30.00"
" PHL","07/03/2017","11","32","32","0","0.00","0.00","10","10","0","0.00","0.00"
" PHL","07/03/2017","12","14","14","2","14.29","23.00","42","42","1","2.38","41.00"
" PHL","07/03/2017","13","46","50","3","6.00","49.00","20","20","1","5.00","24.00"
" PHL","07/03/2017","14","8","8","0","0.00","0.00","41","45","3","6.67","18.00"
" PHL","07/03/2017","15","39","42","7","16.67","53.29","25","25","2","8.00","31.50"
" PHL","07/03/2017","16","24","24","3","12.50","31.67","53","54","2","3.70","54.00"
" PHL","07/03/2017","17","40","39","9","23.08","28.89","36","36","4","11.11","26.25"
" PHL","07/03/2017","18","53","53","6","11.32","29.67","13","14","2","14.29","36.00"
" PHL","07/03/2017","19","6","6","0","0.00","0.00","44","47","4","8.51","32.25"
" PHL","07/03/2017","20","44","44","0","0.00","0.00","8","8","1","12.50","57.00"
" PHL","07/03/2017","21","10","12","1","8.33","21.00","8","8","0","0.00","0.00"
" PHL","07/03/2017","22","1","3","0","0.00","0.00","12","12","2","16.67","31.50"
" PHL","07/03/2017","23","0","1","0","0.00","0.00","4","8","0","0.00","0.00"
" PHL","07/04/2017","0","0","0","0","0.00","0.00","8","13","1","7.69","19.00"
" PHL","07/04/2017","1","0","0","0","0.00","0.00","3","1","0","0.00","0.00"
