"Facility","Date","Hour","ScheduledDepartures","DeparturesFor MetricComputation","DelayedGateDepartures","% DelayedGateDepartures","AverageMinutesOf DelayPer DelayedGateDeparture","ScheduledArrivals","ArrivalsFor MetricComputation","DelayedGateArrivals","% DelayedGateArrivals","AverageMinutesOf DelayPer DelayedGateArrival"
" SFO","06/08/2017","10","45","44","17","38.64","46.29","34","34","14","41.18","60.07"
" SFO","06/08/2017","11","43","41","18","43.90","51.22","40","36","17","47.22","49.59"
" SFO","06/08/2017","12","34","34","10","29.41","42.50","34","34","19","55.88","66.84"
" SFO","06/08/2017","13","40","37","21","56.76","40.29","36","36","21","58.33","65.86"
" SFO","06/08/2017","14","37","36","16","44.44","39.63","30","30","16","53.33","77.75"
" SFO","06/08/2017","15","27","30","13","43.33","48.31","40","44","25","56.82","74.40"
" SFO","06/08/2017","16","42","42","14","33.33","43.50","30","34","19","55.88","76.74"
" SFO","06/08/2017","17","29","31","14","45.16","48.79","33","33","24","72.73","83.88"
" SFO","06/08/2017","18","26","24","13","54.17","42.23","35","34","25","73.53","85.60"
" SFO","06/08/2017","19","31","31","13","41.94","27.69","38","40","26","65.00","67.65"
" SFO","06/08/2017","20","25","27","9","33.33","51.44","37","40","23","57.50","94.39"
" SFO","06/08/2017","21","20","21","7","33.33","49.57","53","53","37","69.81","93.57"
" SFO","06/08/2017","22","43","45","19","42.22","42.58","30","30","17","56.67","85.12"
" SFO","06/08/2017","23","20","19","6","31.58","53.83","16","15","10","66.67","56.00"
" SFO","06/09/2017","0","10","11","5","45.45","47.40","9","11","4","36.36","34.50"
" SFO","06/09/2017","1","7","7","0","0.00","0.00","2","4","1","25.00","27.00"
" SFO","06/09/2017","2","1","1","1","100.00","25.00","0","0","0","0.00","0.00"
" SFO","06/09/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/09/2017","4","0","0","0","0.00","0.00","2","2","0","0.00","0.00"
" SFO","06/09/2017","5","6","6","0","0.00","0.00","3","4","0","0.00","0.00"
" SFO","06/09/2017","6","36","39","5","12.82","25.80","9","11","2","18.18","65.50"
" SFO","06/09/2017","7","25","29","4","13.79","64.00","32","34","4","11.76","72.25"
" SFO","06/09/2017","8","47","46","11","23.91","36.64","37","38","14","36.84","41.36"
" SFO","06/09/2017","9","43","44","9","20.45","34.11","49","48","19","39.58","79.58"
" SFO","06/09/2017","10","46","45","12","26.67","47.75","37","36","14","38.89","98.93"
" SFO","06/09/2017","11","43","42","15","35.71","43.40","40","41","22","53.66","55.14"
" SFO","06/09/2017","12","34","35","16","45.71","35.63","33","35","21","60.00","59.67"
" SFO","06/09/2017","13","40","41","22","53.66","67.68","36","38","18","47.37","61.56"
" SFO","06/09/2017","14","37","38","23","60.53","34.17","33","34","16","47.06","68.50"
" SFO","06/09/2017","15","28","29","12","41.38","33.67","41","41","16","39.02","48.06"
" SFO","06/09/2017","16","41","42","16","38.10","42.88","29","30","9","30.00","38.78"
" SFO","06/09/2017","17","31","31","9","29.03","25.67","31","31","8","25.81","47.13"
" SFO","06/09/2017","18","24","25","7","28.00","20.86","35","36","14","38.89","49.36"
" SFO","06/09/2017","19","32","33","10","30.30","36.60","40","40","7","17.50","44.29"
" SFO","06/09/2017","20","24","25","2","8.00","64.50","36","39","4","10.26","58.25"
" SFO","06/09/2017","21","20","20","3","15.00","44.33","54","55","10","18.18","48.00"
" SFO","06/09/2017","22","42","42","14","33.33","26.64","30","29","5","17.24","46.40"
" SFO","06/09/2017","23","19","18","5","27.78","24.20","18","19","2","10.53","56.50"
" SFO","06/10/2017","0","12","12","1","8.33","15.00","6","10","2","20.00","98.50"
" SFO","06/10/2017","1","5","5","0","0.00","0.00","2","2","1","50.00","21.00"
" SFO","06/10/2017","2","1","0","0","0.00","0.00","0","1","1","100.00","97.00"
" SFO","06/10/2017","3","1","1","1","100.00","41.00","0","0","0","0.00","0.00"
" SFO","06/10/2017","4","0","0","0","0.00","0.00","2","2","0","0.00","0.00"
" SFO","06/10/2017","5","5","7","0","0.00","0.00","3","4","0","0.00","0.00"
" SFO","06/10/2017","6","30","32","1","3.13","37.00","8","8","0","0.00","0.00"
" SFO","06/10/2017","7","26","27","1","3.70","35.00","30","30","1","3.33","17.00"
" SFO","06/10/2017","8","44","44","4","9.09","34.50","33","33","6","18.18","24.67"
" SFO","06/10/2017","9","38","40","6","15.00","36.67","46","46","8","17.39","62.88"
" SFO","06/10/2017","10","41","42","12","28.57","42.33","34","37","9","24.32","30.89"
" SFO","06/10/2017","11","41","43","12","27.91","46.92","33","33","4","12.12","50.00"
" SFO","06/10/2017","12","34","36","12","33.33","42.25","32","34","6","17.65","36.83"
" SFO","06/10/2017","13","35","35","9","25.71","41.78","29","31","5","16.13","24.20"
" SFO","06/10/2017","14","33","34","9","26.47","32.00","32","31","2","6.45","42.50"
" SFO","06/10/2017","15","20","20","4","20.00","60.25","34","38","9","23.68","25.56"
" SFO","06/10/2017","16","39","40","7","17.50","26.43","28","28","2","7.14","30.00"
" SFO","06/10/2017","17","25","26","2","7.69","33.00","30","32","3","9.38","33.67"
" SFO","06/10/2017","18","21","21","2","9.52","44.00","30","31","3","9.68","30.00"
" SFO","06/10/2017","19","27","27","3","11.11","21.00","35","35","1","2.86","15.00"
" SFO","06/10/2017","20","23","24","2","8.33","76.50","31","32","4","12.50","21.50"
" SFO","06/10/2017","21","16","16","0","0.00","0.00","49","49","7","14.29","43.43"
" SFO","06/10/2017","22","36","36","6","16.67","44.83","28","29","5","17.24","29.20"
" SFO","06/10/2017","23","21","21","1","4.76","21.00","12","11","1","9.09","25.00"
" SFO","06/11/2017","0","10","12","2","16.67","27.00","11","7","1","14.29","49.00"
" SFO","06/11/2017","1","7","7","1","14.29","21.00","2","3","1","33.33","50.00"
" SFO","06/11/2017","2","1","1","1","100.00","101.00","0","0","0","0.00","0.00"
" SFO","06/11/2017","3","1","1","0","0.00","0.00","0","1","0","0.00","0.00"
" SFO","06/11/2017","4","0","1","1","100.00","16.00","2","2","0","0.00","0.00"
" SFO","06/11/2017","5","4","4","1","25.00","83.00","3","3","0","0.00","0.00"
" SFO","06/11/2017","6","28","28","2","7.14","86.00","8","9","2","22.22","52.50"
" SFO","06/11/2017","7","26","28","2","7.14","37.50","29","30","2","6.67","33.50"
" SFO","06/11/2017","8","41","43","6","13.95","32.00","27","27","2","7.41","20.00"
" SFO","06/11/2017","9","42","43","17","39.53","28.41","50","50","14","28.00","36.29"
" SFO","06/11/2017","10","49","48","16","33.33","55.13","34","37","8","21.62","29.00"
" SFO","06/11/2017","11","38","39","15","38.46","44.60","39","39","7","17.95","40.57"
" SFO","06/11/2017","12","35","39","21","53.85","35.48","29","31","7","22.58","38.29"
" SFO","06/11/2017","13","37","38","18","47.37","46.61","35","37","14","37.84","44.36"
" SFO","06/11/2017","14","31","34","14","41.18","51.57","33","33","6","18.18","63.83"
" SFO","06/11/2017","15","24","28","7","25.00","26.86","41","44","12","27.27","44.50"
" SFO","06/11/2017","16","48","49","8","16.33","42.75","34","37","11","29.73","46.45"
" SFO","06/11/2017","17","33","36","17","47.22","42.88","27","28","6","21.43","35.50"
" SFO","06/11/2017","18","24","24","10","41.67","58.70","34","38","17","44.74","49.59"
" SFO","06/11/2017","19","31","31","8","25.81","48.00","41","42","20","47.62","65.80"
" SFO","06/11/2017","20","30","31","9","29.03","46.00","39","40","17","42.50","90.35"
" SFO","06/11/2017","21","22","22","9","40.91","46.78","53","54","28","51.85","63.64"
" SFO","06/11/2017","22","42","42","17","40.48","31.29","30","31","17","54.84","56.12"
" SFO","06/11/2017","23","22","22","10","45.45","31.40","20","20","9","45.00","51.67"
" SFO","06/12/2017","0","12","12","3","25.00","43.67","11","12","4","33.33","43.50"
" SFO","06/12/2017","1","5","5","1","20.00","24.00","2","3","1","33.33","45.00"
" SFO","06/12/2017","2","0","0","0","0.00","0.00","0","1","0","0.00","0.00"
" SFO","06/12/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/12/2017","4","0","0","0","0.00","0.00","2","2","0","0.00","0.00"
" SFO","06/12/2017","5","6","7","1","14.29","34.00","3","4","0","0.00","0.00"
" SFO","06/12/2017","6","35","35","2","5.71","28.50","9","10","1","10.00","39.00"
" SFO","06/12/2017","7","28","29","4","13.79","31.25","34","36","2","5.56","134.00"
" SFO","06/12/2017","8","44","46","7","15.22","46.14","36","37","8","21.62","63.75"
" SFO","06/12/2017","9","42","42","7","16.67","35.71","50","52","14","26.92","92.07"
" SFO","06/12/2017","10","46","47","15","31.91","49.33","39","42","17","40.48","72.76"
" SFO","06/12/2017","11","46","47","23","48.94","53.09","39","40","19","47.50","47.42"
" SFO","06/12/2017","12","32","33","21","63.64","52.29","33","37","15","40.54","30.20"
" SFO","06/12/2017","13","41","42","19","45.24","48.05","35","38","9","23.68","43.00"
" SFO","06/12/2017","14","37","40","20","50.00","51.85","33","33","6","18.18","47.50"
" SFO","06/12/2017","15","27","31","10","32.26","26.70","40","41","11","26.83","36.82"
" SFO","06/12/2017","16","41","42","19","45.24","30.47","30","30","6","20.00","67.00"
" SFO","06/12/2017","17","31","32","15","46.88","39.27","30","31","4","12.90","30.50"
" SFO","06/12/2017","18","25","27","10","37.04","39.60","36","38","7","18.42","39.71"
" SFO","06/12/2017","19","30","31","7","22.58","24.43","38","38","9","23.68","22.44"
" SFO","06/12/2017","20","27","27","4","14.81","46.75","35","36","5","13.89","34.80"
" SFO","06/12/2017","21","19","19","3","15.79","47.00","53","54","11","20.37","44.36"
" SFO","06/12/2017","22","43","43","13","30.23","33.23","30","32","7","21.88","44.71"
" SFO","06/12/2017","23","20","19","2","10.53","28.50","18","18","2","11.11","44.00"
" SFO","06/13/2017","0","11","11","1","9.09","27.00","11","11","1","9.09","53.00"
" SFO","06/13/2017","1","5","6","2","33.33","36.50","1","4","0","0.00","0.00"
" SFO","06/13/2017","2","1","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/13/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/13/2017","4","0","0","0","0.00","0.00","2","2","0","0.00","0.00"
" SFO","06/13/2017","5","6","6","0","0.00","0.00","3","6","1","16.67","27.00"
" SFO","06/13/2017","6","34","38","6","15.79","23.83","9","11","1","9.09","31.00"
" SFO","06/13/2017","7","27","29","3","10.34","21.33","32","33","5","15.15","51.40"
" SFO","06/13/2017","8","45","49","7","14.29","44.29","34","35","2","5.71","18.00"
" SFO","06/13/2017","9","41","44","11","25.00","31.18","50","54","12","22.22","45.42"
" SFO","06/13/2017","10","45","47","6","12.77","32.00","37","39","5","12.82","35.60"
" SFO","06/13/2017","11","45","47","15","31.91","34.33","39","40","7","17.50","33.43"
" SFO","06/13/2017","12","32","33","6","18.18","23.67","33","33","7","21.21","58.14"
" SFO","06/13/2017","13","40","39","6","15.38","72.83","35","35","1","2.86","34.00"
" SFO","06/13/2017","14","36","38","10","26.32","37.80","32","32","4","12.50","31.75"
" SFO","06/13/2017","15","28","29","3","10.34","97.67","42","46","9","19.57","30.44"
" SFO","06/13/2017","16","40","41","9","21.95","34.22","31","33","10","30.30","34.30"
" SFO","06/13/2017","17","30","29","5","17.24","25.80","30","31","4","12.90","25.75"
" SFO","06/13/2017","18","25","27","3","11.11","22.00","34","36","5","13.89","43.40"
" SFO","06/13/2017","19","31","34","10","29.41","22.70","37","37","10","27.03","65.60"
" SFO","06/13/2017","20","24","24","6","25.00","32.83","35","35","7","20.00","63.29"
" SFO","06/13/2017","21","18","20","6","30.00","23.00","51","51","13","25.49","52.08"
" SFO","06/13/2017","22","42","44","5","11.36","27.20","28","28","9","32.14","61.56"
" SFO","06/13/2017","23","15","14","1","7.14","74.00","17","17","8","47.06","64.50"
" SFO","06/14/2017","0","11","11","1","9.09","26.00","11","11","3","27.27","48.67"
" SFO","06/14/2017","1","7","6","2","33.33","25.50","1","3","2","66.67","37.00"
" SFO","06/14/2017","2","2","0","0","0.00","0.00","0","1","1","100.00","38.00"
" SFO","06/14/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/14/2017","4","0","1","0","0.00","0.00","2","2","0","0.00","0.00"
" SFO","06/14/2017","5","6","7","1","14.29","80.00","3","4","0","0.00","0.00"
" SFO","06/14/2017","6","34","37","2","5.41","82.50","9","13","1","7.69","100.00"
" SFO","06/14/2017","7","27","32","4","12.50","31.00","32","31","1","3.23","240.00"
" SFO","06/14/2017","8","46","45","1","2.22","26.00","35","35","6","17.14","21.00"
" SFO","06/14/2017","9","40","43","10","23.26","37.50","52","52","6","11.54","32.33"
" SFO","06/14/2017","10","47","49","10","20.41","67.30","37","38","4","10.53","73.25"
" SFO","06/14/2017","11","47","51","13","25.49","60.08","39","39","1","2.56","25.00"
" SFO","06/14/2017","12","31","33","9","27.27","38.00","32","34","3","8.82","25.00"
" SFO","06/14/2017","13","41","41","9","21.95","38.78","36","42","7","16.67","35.14"
" SFO","06/14/2017","14","36","35","13","37.14","40.23","34","38","5","13.16","123.80"
" SFO","06/14/2017","15","27","29","9","31.03","48.11","40","42","4","9.52","41.00"
" SFO","06/14/2017","16","42","44","8","18.18","45.63","30","33","7","21.21","50.29"
" SFO","06/14/2017","17","31","34","8","23.53","42.25","30","31","6","19.35","38.33"
" SFO","06/14/2017","18","24","24","4","16.67","52.00","35","41","11","26.83","63.18"
" SFO","06/14/2017","19","30","31","10","32.26","50.50","38","40","13","32.50","51.46"
" SFO","06/14/2017","20","25","27","6","22.22","43.67","35","37","9","24.32","31.33"
" SFO","06/14/2017","21","19","19","2","10.53","51.50","53","51","14","27.45","58.71"
" SFO","06/14/2017","22","43","44","7","15.91","31.29","27","28","8","28.57","65.75"
" SFO","06/14/2017","23","19","18","5","27.78","41.60","20","21","9","42.86","60.56"
" SFO","06/15/2017","0","10","11","1","9.09","25.00","12","12","4","33.33","38.25"
" SFO","06/15/2017","1","6","9","4","44.44","51.25","2","1","1","100.00","38.00"
" SFO","06/15/2017","2","0","1","1","100.00","78.00","0","0","0","0.00","0.00"
" SFO","06/15/2017","3","1","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/15/2017","4","0","1","0","0.00","0.00","2","2","0","0.00","0.00"
" SFO","06/15/2017","5","6","6","1","16.67","79.00","3","4","0","0.00","0.00"
" SFO","06/15/2017","6","37","39","2","5.13","38.50","10","12","2","16.67","41.50"
" SFO","06/15/2017","7","27","32","4","12.50","34.75","32","34","2","5.88","61.50"
" SFO","06/15/2017","8","46","46","10","21.74","29.50","34","35","6","17.14","36.50"
" SFO","06/15/2017","9","43","44","6","13.64","32.67","50","51","12","23.53","32.83"
" SFO","06/15/2017","10","44","47","9","19.15","76.67","40","42","5","11.90","28.20"
" SFO","06/15/2017","11","50","54","18","33.33","33.33","39","41","10","24.39","39.70"
" SFO","06/15/2017","12","32","35","13","37.14","58.38","34","34","8","23.53","47.13"
" SFO","06/15/2017","13","40","43","12","27.91","69.42","35","40","11","27.50","57.36"
" SFO","06/15/2017","14","36","39","13","33.33","48.31","34","39","7","17.95","36.14"
" SFO","06/15/2017","15","27","28","6","21.43","46.00","40","43","8","18.60","30.00"
" SFO","06/15/2017","16","42","41","13","31.71","42.38","31","33","7","21.21","33.14"
" SFO","06/15/2017","17","30","31","14","45.16","33.86","31","31","4","12.90","29.25"
" SFO","06/15/2017","18","27","29","4","13.79","55.75","37","39","14","35.90","37.43"
" SFO","06/15/2017","19","32","35","8","22.86","47.13","38","38","8","21.05","40.50"
" SFO","06/15/2017","20","27","27","8","29.63","28.38","34","35","13","37.14","60.38"
" SFO","06/15/2017","21","20","20","7","35.00","37.57","58","59","24","40.68","56.13"
" SFO","06/15/2017","22","44","44","10","22.73","25.00","29","29","9","31.03","52.67"
" SFO","06/15/2017","23","19","20","7","35.00","59.57","17","19","6","31.58","53.33"
" SFO","06/16/2017","0","10","11","5","45.45","36.80","10","12","6","50.00","65.50"
" SFO","06/16/2017","1","7","7","0","0.00","0.00","2","3","2","66.67","38.50"
" SFO","06/16/2017","2","1","1","1","100.00","152.00","0","0","0","0.00","0.00"
" SFO","06/16/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/16/2017","4","0","0","0","0.00","0.00","2","3","1","33.33","15.00"
" SFO","06/16/2017","5","6","6","1","16.67","31.00","3","4","0","0.00","0.00"
" SFO","06/16/2017","6","37","39","6","15.38","56.50","9","11","1","9.09","37.00"
" SFO","06/16/2017","7","27","31","6","19.35","32.83","32","34","4","11.76","52.75"
" SFO","06/16/2017","8","46","48","10","20.83","55.20","37","40","12","30.00","25.08"
" SFO","06/16/2017","9","42","46","14","30.43","51.07","53","56","11","19.64","42.36"
" SFO","06/16/2017","10","49","52","13","25.00","34.92","38","41","9","21.95","42.78"
" SFO","06/16/2017","11","46","48","15","31.25","72.73","39","42","16","38.10","36.38"
" SFO","06/16/2017","12","32","35","11","31.43","57.73","34","35","5","14.29","44.80"
" SFO","06/16/2017","13","40","42","12","28.57","69.25","34","39","12","30.77","40.00"
" SFO","06/16/2017","14","36","40","13","32.50","55.62","35","35","4","11.43","126.50"
" SFO","06/16/2017","15","28","32","7","21.88","39.00","41","43","7","16.28","51.00"
" SFO","06/16/2017","16","41","44","14","31.82","65.71","30","36","7","19.44","39.29"
" SFO","06/16/2017","17","32","34","9","26.47","39.78","30","31","0","0.00","0.00"
" SFO","06/16/2017","18","26","27","5","18.52","26.40","36","36","6","16.67","50.00"
" SFO","06/16/2017","19","31","32","4","12.50","67.50","39","41","11","26.83","63.18"
" SFO","06/16/2017","20","23","24","5","20.83","29.20","35","36","4","11.11","72.50"
" SFO","06/16/2017","21","21","21","2","9.52","32.50","56","56","14","25.00","58.79"
" SFO","06/16/2017","22","44","45","8","17.78","33.25","31","31","10","32.26","64.80"
" SFO","06/16/2017","23","20","20","8","40.00","47.75","19","19","6","31.58","45.17"
" SFO","06/17/2017","0","11","11","3","27.27","41.67","7","11","3","27.27","55.67"
" SFO","06/17/2017","1","6","6","0","0.00","0.00","2","2","2","100.00","43.00"
" SFO","06/17/2017","2","1","1","1","100.00","97.00","0","1","0","0.00","0.00"
" SFO","06/17/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/17/2017","4","0","0","0","0.00","0.00","2","2","0","0.00","0.00"
" SFO","06/17/2017","5","5","5","0","0.00","0.00","3","4","0","0.00","0.00"
" SFO","06/17/2017","6","32","34","2","5.88","24.50","8","9","0","0.00","0.00"
" SFO","06/17/2017","7","26","27","1","3.70","65.00","30","30","3","10.00","55.00"
" SFO","06/17/2017","8","43","44","5","11.36","51.20","32","33","3","9.09","47.33"
" SFO","06/17/2017","9","38","38","8","21.05","44.88","49","50","9","18.00","33.22"
" SFO","06/17/2017","10","42","45","5","11.11","42.40","36","38","9","23.68","33.56"
" SFO","06/17/2017","11","45","47","14","29.79","55.93","32","32","8","25.00","54.63"
" SFO","06/17/2017","12","32","33","7","21.21","33.14","34","38","8","21.05","90.75"
" SFO","06/17/2017","13","36","37","12","32.43","44.25","28","30","1","3.33","73.00"
" SFO","06/17/2017","14","32","34","7","20.59","44.29","33","37","4","10.81","36.50"
" SFO","06/17/2017","15","20","20","3","15.00","40.00","32","34","5","14.71","45.80"
" SFO","06/17/2017","16","38","40","9","22.50","32.67","29","30","3","10.00","76.00"
" SFO","06/17/2017","17","25","25","5","20.00","38.60","30","31","4","12.90","27.50"
" SFO","06/17/2017","18","23","24","2","8.33","28.00","32","33","3","9.09","24.00"
" SFO","06/17/2017","19","27","27","2","7.41","32.50","33","33","4","12.12","65.00"
" SFO","06/17/2017","20","21","21","0","0.00","0.00","31","31","3","9.68","65.67"
" SFO","06/17/2017","21","17","19","1","5.26","131.00","50","51","12","23.53","44.33"
" SFO","06/17/2017","22","39","39","6","15.38","30.33","28","28","6","21.43","33.67"
" SFO","06/17/2017","23","20","19","3","15.79","55.67","15","15","3","20.00","58.33"
" SFO","06/18/2017","0","10","10","1","10.00","21.00","12","9","2","22.22","25.00"
" SFO","06/18/2017","1","8","8","1","12.50","20.00","2","2","2","100.00","39.00"
" SFO","06/18/2017","2","1","1","1","100.00","115.00","0","0","0","0.00","0.00"
" SFO","06/18/2017","3","1","0","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/18/2017","4","0","1","0","0.00","0.00","2","2","0","0.00","0.00"
" SFO","06/18/2017","5","4","4","0","0.00","0.00","3","3","0","0.00","0.00"
" SFO","06/18/2017","6","30","30","1","3.33","26.00","8","8","0","0.00","0.00"
" SFO","06/18/2017","7","26","26","0","0.00","0.00","29","31","3","9.68","32.00"
" SFO","06/18/2017","8","41","44","13","29.55","41.77","28","29","0","0.00","0.00"
" SFO","06/18/2017","9","42","42","4","9.52","78.75","51","52","8","15.38","36.63"
" SFO","06/18/2017","10","50","51","8","15.69","54.75","37","37","10","27.03","27.90"
" SFO","06/18/2017","11","44","47","11","23.40","29.09","37","41","8","19.51","40.25"
" SFO","06/18/2017","12","33","37","14","37.84","46.07","30","33","6","18.18","46.00"
" SFO","06/18/2017","13","36","42","13","30.95","43.69","34","34","4","11.76","25.25"
" SFO","06/18/2017","14","31","31","11","35.48","35.09","36","37","7","18.92","43.71"
" SFO","06/18/2017","15","24","23","5","21.74","39.80","41","43","6","13.95","17.83"
" SFO","06/18/2017","16","47","48","10","20.83","77.00","35","37","8","21.62","43.75"
" SFO","06/18/2017","17","34","34","6","17.65","65.83","24","28","8","28.57","45.00"
" SFO","06/18/2017","18","25","26","8","30.77","41.00","35","39","8","20.51","36.25"
" SFO","06/18/2017","19","32","34","9","26.47","29.89","40","39","11","28.21","44.45"
" SFO","06/18/2017","20","29","29","8","27.59","70.38","37","39","6","15.38","37.83"
" SFO","06/18/2017","21","21","22","6","27.27","24.17","57","58","10","17.24","44.00"
" SFO","06/18/2017","22","44","43","9","20.93","37.11","30","30","13","43.33","55.08"
" SFO","06/18/2017","23","22","23","7","30.43","68.43","22","22","4","18.18","33.50"
" SFO","06/19/2017","0","12","12","3","25.00","49.33","12","14","5","35.71","64.80"
" SFO","06/19/2017","1","6","6","6","100.00","84.00","2","3","2","66.67","86.00"
" SFO","06/19/2017","2","0","0","0","0.00","0.00","0","1","1","100.00","23.00"
" SFO","06/19/2017","3","1","1","1","100.00","21.00","0","0","0","0.00","0.00"
" SFO","06/19/2017","4","0","1","1","100.00","19.00","2","3","1","33.33","23.00"
" SFO","06/19/2017","5","6","7","1","14.29","23.00","3","4","1","25.00","29.00"
" SFO","06/19/2017","6","38","38","6","15.79","51.50","9","9","0","0.00","0.00"
" SFO","06/19/2017","7","28","33","6","18.18","60.50","34","36","4","11.11","39.25"
" SFO","06/19/2017","8","43","49","12","24.49","59.25","37","40","5","12.50","39.60"
" SFO","06/19/2017","9","44","48","13","27.08","88.62","53","54","10","18.52","30.70"
" SFO","06/19/2017","10","47","47","15","31.91","42.00","38","41","10","24.39","42.70"
" SFO","06/19/2017","11","48","53","25","47.17","46.96","39","41","17","41.46","43.76"
" SFO","06/19/2017","12","32","35","15","42.86","32.33","34","35","12","34.29","60.42"
" SFO","06/19/2017","13","40","41","14","34.15","45.57","33","35","11","31.43","43.82"
" SFO","06/19/2017","14","36","38","16","42.11","58.06","34","36","11","30.56","67.27"
" SFO","06/19/2017","15","27","29","9","31.03","45.00","39","39","11","28.21","37.00"
" SFO","06/19/2017","16","40","43","13","30.23","54.46","30","28","5","17.86","54.40"
" SFO","06/19/2017","17","31","29","9","31.03","36.67","30","31","8","25.81","79.63"
" SFO","06/19/2017","18","26","28","6","21.43","67.33","38","38","11","28.95","50.55"
" SFO","06/19/2017","19","31","32","10","31.25","27.00","38","38","16","42.11","85.63"
" SFO","06/19/2017","20","27","27","6","22.22","38.83","34","35","12","34.29","47.33"
" SFO","06/19/2017","21","19","20","5","25.00","79.40","55","53","14","26.42","50.57"
" SFO","06/19/2017","22","43","44","21","47.73","37.00","31","32","10","31.25","27.10"
" SFO","06/19/2017","23","21","21","7","33.33","22.71","18","18","10","55.56","39.70"
" SFO","06/20/2017","0","11","11","3","27.27","26.00","11","14","5","35.71","29.20"
" SFO","06/20/2017","1","6","6","1","16.67","35.00","1","4","4","100.00","36.00"
" SFO","06/20/2017","2","1","1","1","100.00","57.00","0","0","0","0.00","0.00"
" SFO","06/20/2017","3","1","1","1","100.00","69.00","0","0","0","0.00","0.00"
" SFO","06/20/2017","4","0","0","0","0.00","0.00","2","4","1","25.00","19.00"
" SFO","06/20/2017","5","6","7","1","14.29","39.00","3","5","1","20.00","39.00"
" SFO","06/20/2017","6","37","38","5","13.16","45.60","9","10","1","10.00","51.00"
" SFO","06/20/2017","7","27","29","5","17.24","33.20","32","32","1","3.13","60.00"
" SFO","06/20/2017","8","44","47","10","21.28","43.50","35","38","5","13.16","28.40"
" SFO","06/20/2017","9","43","47","11","23.40","40.73","51","53","12","22.64","43.17"
" SFO","06/20/2017","10","45","44","8","18.18","54.13","38","40","9","22.50","49.67"
" SFO","06/20/2017","11","48","50","15","30.00","55.80","39","40","13","32.50","52.00"
" SFO","06/20/2017","12","33","36","12","33.33","41.75","34","35","6","17.14","34.50"
" SFO","06/20/2017","13","39","42","8","19.05","40.00","33","35","8","22.86","42.88"
" SFO","06/20/2017","14","35","37","10","27.03","30.40","34","34","7","20.59","63.71"
" SFO","06/20/2017","15","28","28","6","21.43","52.50","40","41","10","24.39","56.90"
" SFO","06/20/2017","16","39","42","12","28.57","37.33","31","35","4","11.43","57.00"
" SFO","06/20/2017","17","30","32","10","31.25","56.80","31","36","7","19.44","52.43"
" SFO","06/20/2017","18","26","29","7","24.14","74.29","35","34","4","11.76","33.00"
" SFO","06/20/2017","19","32","36","11","30.56","43.64","37","37","9","24.32","42.67"
" SFO","06/20/2017","20","25","25","6","24.00","23.83","34","40","8","20.00","59.88"
" SFO","06/20/2017","21","18","18","4","22.22","18.50","54","56","15","26.79","40.60"
" SFO","06/20/2017","22","42","43","6","13.95","28.17","30","30","8","26.67","36.88"
" SFO","06/20/2017","23","15","16","3","18.75","48.33","18","19","4","21.05","46.50"
" SFO","06/21/2017","0","11","12","2","16.67","93.00","12","11","1","9.09","35.00"
" SFO","06/21/2017","1","8","8","2","25.00","31.50","1","3","0","0.00","0.00"
" SFO","06/21/2017","2","2","1","1","100.00","54.00","0","0","0","0.00","0.00"
" SFO","06/21/2017","3","1","1","0","0.00","0.00","0","0","0","0.00","0.00"
" SFO","06/21/2017","4","0","0","0","0.00","0.00","2","3","1","33.33","48.00"
" SFO","06/21/2017","5","6","8","0","0.00","0.00","3","3","0","0.00","0.00"
" SFO","06/21/2017","6","36","38","4","10.53","53.75","9","11","2","18.18","22.50"
" SFO","06/21/2017","7","27","31","5","16.13","46.00","32","33","4","12.12","100.75"
" SFO","06/21/2017","8","45","43","9","20.93","39.78","36","37","11","29.73","29.27"
" SFO","06/21/2017","9","43","46","10","21.74","31.10","53","54","14","25.93","44.64"
" SFO","06/21/2017","10","47","47","11","23.40","29.00","38","40","10","25.00","36.90"
" SFO","06/21/2017","11","49","52","20","38.46","40.80","39","39","9","23.08","41.67"
" SFO","06/21/2017","12","32","35","9","25.71","40.22","33","36","5","13.89","32.80"
" SFO","06/21/2017","13","40","41","12","29.27","40.75","34","37","9","24.32","38.78"
" SFO","06/21/2017","14","35","35","9","25.71","55.11","35","35","9","25.71","55.00"
" SFO","06/21/2017","15","27","30","9","30.00","46.56","39","40","4","10.00","32.75"
" SFO","06/21/2017","16","42","43","8","18.60","18.38","30","33","10","30.30","25.20"
" SFO","06/21/2017","17","31","33","5","15.15","46.80","31","32","11","34.38","36.45"
" SFO","06/21/2017","18","25","27","5","18.52","31.20","35","34","10","29.41","82.20"
